experiment,train_noise_types,test_noise_type,mean_validation_accuracy,std_validation_accuracy,mean_test_accuracy,std_test_accuracy,mean_test_f1,std_test_f1
test_original_train_combined,original_gaussian_noise_light,original,0.698165137614679,0.011748851811803391,0.6778761061946902,0.03431985739763773,0.6757582775369126,0.03521521222140639
