noise_type,mean_validation_accuracy,std_validation_accuracy,mean_test_accuracy,std_test_accuracy,mean_test_f1,std_test_f1
original,0.7192660550458716,0.021397988604936885,0.679646017699115,0.02527939266740832,0.6776304286612642,0.026071457125699037
